customers, averagespeed, distance, vehicles, costs, tts
5,0.9110404301540488,969.7490675021596,1,30837811.27347684,0.15921378135681152
5,1.081209483951471,1226.7523437325583,1,41734765.07771485,0.20416736602783203
5,1.1323433317963296,1277.2825953200725,1,53943713.72535517,0.22966861724853516
5,0.7944731118012914,1871.3509848162862,2,53502755.1540957,0.1845407485961914
5,0.9000437473150781,1766.1829150238675,2,63448016.2043904,0.16813230514526367
5,1.0145722300199878,1112.9353193774164,1,38435777.07858125,0.1609947681427002
5,1.0344987575797493,1172.4784567330864,1,26568829.378754348,0.17132115364074707
5,1.0776789394782946,1211.8126827808178,1,53048189.337122515,0.16013026237487793
5,1.143626497581279,1305.6253002176206,1,50507332.76846754,0.14159607887268066
5,1.2893734443614264,1375.7662543555255,1,53096596.1314767,0.1977994441986084
5,1.117216472953958,1766.30930237192,2,73214066.06881867,0.21662330627441406
5,1.0336114881220013,1075.8854383778366,1,28417803.703688636,0.15318918228149414
5,1.3181113627018606,1364.2435656235307,1,45132006.573620915,0.17444491386413574
5,0.7186153144315881,1531.218221866143,2,58664392.987647854,0.15508508682250977
5,1.0171339124756122,1151.8202697750492,1,40907330.41400541,0.21411705017089844
5,1.0139286698638235,1168.888080904472,1,37414423.2702009,0.16163229942321777
5,0.8826244578699622,827.8242708302956,1,14879556.0415239,0.1580672264099121
5,1.065115799848026,1280.780832563354,1,40939663.84591226,0.12415766716003418
5,1.1987137024402412,1432.4030889181786,1,51870243.182469,0.1571946144104004
5,1.2122750984883321,1392.4962342751455,1,65123657.593088455,0.16277265548706055
5,0.7279172283452834,1618.895361825562,2,55446641.36946673,0.17494916915893555
5,0.9918713221342615,1151.0833017362465,1,32208603.947125446,0.15331411361694336
5,0.8733616441413006,1621.1977375464735,2,63376769.20777804,0.26048994064331055
5,1.100949019443995,1241.2298499936733,1,49022912.60105448,0.15216994285583496
5,0.6764217658491551,1327.8428169726863,2,53665602.31968289,0.17015957832336426
5,1.1355153764353776,1285.9291410094233,1,30829051.16132311,0.1392204761505127
5,0.8172498552419406,1734.3648567928412,2,58692569.91720706,0.15917634963989258
5,1.1899604844335339,1212.6642287470395,1,35988344.12580416,0.20014309883117676
5,1.3612646218812943,1329.7614823355066,1,37690689.51983356,0.16718006134033203
5,0.84271188723004,1870.659561747835,2,56365228.17938134,0.22905588150024414
6,1.166544257334142,1287.095336158453,1,44032816.49301011,0.48349428176879883
6,1.2080554258278005,1506.1912312873442,1,46937754.8287006,0.22637557983398438
6,0.9823490982505222,1049.7960767826198,1,34803847.710783266,0.1867372989654541
6,1.1612799273553165,1274.3476329759155,1,54637691.65692092,0.22541189193725586
6,1.3215868719813073,1333.937111098567,1,38672518.7235259,0.21842694282531738
6,0.8312184213158991,1847.5464953096593,2,57823886.675195366,0.31850314140319824
6,1.093039522841675,1041.3675006186972,1,25117407.170609146,0.2230217456817627
6,1.2355084266619045,1351.076002700177,1,36017484.94858609,0.4200413227081299
6,1.233395562599151,1394.2019719539658,1,56027918.76619154,0.2955808639526367
6,1.105669038215062,1164.1716852997129,1,46670742.16780707,0.23666977882385254
6,1.2546921575514833,1459.7768098484291,1,49162558.92511052,0.263930082321167
6,1.048797317873853,2230.335487176103,2,69866880.27770941,0.39754366874694824
6,0.9557628975144518,2039.6578779500599,2,82801327.79136047,0.414304256439209
6,0.9731555393715641,1161.8755657146417,1,41498200.15007301,0.24068641662597656
6,1.0594288889398855,1338.3295061471154,1,54240231.01562654,0.292156457901001
6,1.3209439492496082,1382.2710466484154,1,49420834.63222376,0.30805468559265137
6,0.7750047670600446,1755.9738181449738,2,58994488.70054802,0.3570065498352051
6,1.3788441822432282,1350.7522629060875,1,39383496.32691735,0.3823277950286865
6,1.2214827335481753,1188.4455938563165,1,49179337.10591995,0.2751185894012451
6,1.075935810421753,1286.1915865079732,1,49915091.64829189,0.2122344970703125
6,1.285828366571824,1446.0104677347888,1,44857108.14287637,0.25214552879333496
6,1.133726348814914,1227.4481541439777,1,55071385.448041156,0.22448396682739258
6,1.0107623993597787,1112.3776039980828,1,48005426.11908874,0.2612738609313965
6,1.2963111985411284,1405.71258645503,1,44120741.13085567,0.20571470260620117
6,0.977440143324192,1779.5022179266582,2,58512802.044861354,0.38747453689575195
6,0.9461619073916833,1752.8158268287962,2,70909936.60103805,0.2893829345703125
6,0.8209334937821021,1719.1567772703345,2,57144086.300780565,0.3801145553588867
6,0.745385102456298,1711.2691056529568,2,63824029.90117476,0.24203228950500488
6,1.2197606422549678,1405.7908148929475,1,36022746.79658542,0.2586686611175537
6,1.1599867792789702,1359.6225171803721,1,35881580.91565649,0.5321381092071533
7,0.7632476183591429,1726.663294579687,2,66254836.35417544,0.3640308380126953
7,0.9467451995329015,1540.9188978138654,2,34903908.57574408,0.5000226497650146
7,0.7762170042241421,1458.8235871741686,2,44976349.06522624,0.29662036895751953
7,0.9470288548068032,1874.988401590429,2,57623981.3026106,0.5108418464660645
7,0.8313893525636596,1857.6531597690403,2,65962906.60872837,0.5256772041320801
7,0.9659493087069846,1919.9114304410834,2,45762792.4687287,0.5560164451599121
7,0.825564379801101,1792.9530313882178,2,59697983.62789967,0.618710994720459
7,0.8968869888535548,1753.813483786471,2,46017080.371397965,0.2912576198577881
7,1.0966606051850363,1316.019868114862,1,43201307.961603984,0.3403048515319824
7,1.307176104492389,1321.9652599231863,1,35026155.673078366,0.31511855125427246
7,0.9517310086018168,1798.116384533302,2,55966702.094468884,0.4724459648132324
7,0.8213312114738889,1719.3344628853827,2,51943269.4229874,0.3794221878051758
7,0.7920762751862741,1767.319293957866,2,55590221.025560685,0.463944673538208
7,0.738891139929606,1400.4351565639581,2,49020184.432824664,0.3873097896575928
7,0.916111585748848,1692.0929079676332,2,58278712.04640751,0.31921958923339844
7,0.8241707137252828,1763.7282686857209,2,57414928.10218311,0.3582463264465332
7,0.9133750662458715,2026.1784122608424,2,72338990.71143837,0.3468797206878662
7,0.8852187583976548,1874.7530045904068,2,42888972.4419278,0.6216025352478027
7,0.8207368108635325,1708.96353667669,2,43604616.61400948,0.3904106616973877
7,0.7019979942956787,1484.6811925908655,2,48795775.83554142,0.5558731555938721
7,0.7160765513961389,1364.403227630018,2,43470821.95427782,0.33499836921691895
7,0.8584033431566083,1943.6237094070786,2,75065304.17026676,0.37799882888793945
7,0.7752524255660468,1705.1273397092573,2,48958517.70809807,0.37865543365478516
7,0.7339793826006334,1447.3423271465024,2,53376485.99738127,0.2749977111816406
7,1.2899124772578765,1413.690206458497,1,35897488.511448,0.6199624538421631
7,0.8993274972996992,2005.5674810979604,2,59777515.26095581,0.381744384765625
7,0.8092144160923791,1658.9508233893434,2,42627380.38207464,0.5398209095001221
7,0.8370315905561035,1756.0302864682535,2,56373510.78361919,0.30147504806518555
7,0.7567801972674608,1618.8054757743319,2,58943461.88494469,0.36580729484558105
7,1.0654920098188432,1750.3261815914516,2,34438050.36720055,0.605513334274292
8,0.9707192410704611,1973.3036987353582,2,45081456.848778486,0.39162421226501465
8,0.8382331189036205,1609.9796330722695,2,51985864.38197347,0.4503040313720703
8,0.8023184039431633,1820.0900379966158,2,66376054.756424725,0.3744022846221924
8,1.0054425002175624,2040.1219546059956,2,54521227.43911251,0.601280689239502
8,0.9601321435102864,2010.6222733818427,2,63512548.05503945,0.5140154361724854
8,0.8190375249252793,1664.717931089183,2,56126497.018107496,0.9883639812469482
8,1.0099994348371246,1964.603521535089,2,58946224.00247879,0.8628158569335938
8,0.8760119075347964,2059.8275824318225,2,69923728.32328582,0.6070699691772461
8,0.8478184322081654,1790.9772274107888,2,52158245.649373256,0.4739811420440674
8,0.9786628138291521,2098.309237585158,2,56262442.03328023,0.6516416072845459
8,0.8841883713505658,2034.7755474782975,2,71819462.13666174,0.6843292713165283
8,0.7809751721190422,1665.9897512240227,2,45212047.41125331,0.864764928817749
8,0.9492204617510405,2031.707899660114,2,62193349.83460013,0.4749906063079834
8,0.8334181942234555,1815.0027223939237,2,53933834.02930955,0.5365035533905029
8,0.8072711642032694,1887.8590198342083,2,60231929.71124864,0.8207542896270752
8,0.9045963628824304,2013.764230933939,2,56845171.87036542,0.4790678024291992
8,0.7935310092309433,1617.3855138335357,2,45790612.37037495,0.39469194412231445
8,0.8621835947619975,1942.182583341598,2,66443886.57743621,1.0730972290039062
8,0.9570725480203148,2023.6247595543716,2,69390205.47680923,0.5560803413391113
8,0.7913313630464525,1666.1846869044969,2,55789907.76430994,0.5200200080871582
8,0.8051614516464538,1698.3851225463802,2,62007190.76508032,0.6312365531921387
8,0.8827739269231737,2020.4147692891934,2,65298023.80381414,0.6764824390411377
8,0.9409005067962349,2188.4496169687013,2,69898770.12550679,0.8747806549072266
8,1.0297489101488142,2445.3132938438966,2,73399815.49301931,0.842609167098999
8,0.8172056092627936,1763.4650455031654,2,59134782.625256084,0.5880265235900879
8,0.9242241012519158,1467.7548365343987,2,36373266.50173556,0.980731725692749
8,0.8812708996721444,1769.8933876816493,2,63886990.12506357,0.6674315929412842
8,0.9761476849011378,2045.6828554615447,2,45373052.9608031,1.152247667312622
8,0.9140465357492333,1997.0396949269586,2,55547921.054556854,0.528989315032959
8,0.9222722551488775,2165.240842635315,2,77498004.68306527,0.5919156074523926
9,0.8201450926922914,1809.5411997165481,2,65333962.66603873,0.4508049488067627
9,0.8800121050426774,1764.5183248987878,2,46496797.38589442,1.1582441329956055
9,1.078738076989444,2276.584808381441,2,53135333.680269904,0.791619062423706
9,0.944764326923894,2118.4303637276457,2,68382566.8381846,0.9360790252685547
9,1.0332794982090243,2417.453268822398,2,62089527.91121678,0.6342616081237793
9,0.9030389760261921,2055.792920622082,2,49426884.573686816,1.264965534210205
9,0.7568179871366056,1430.173396746341,2,49005746.004382074,0.5364730358123779
9,0.8264443971297237,1793.1631996841213,2,54648480.34443909,0.6477766036987305
9,0.9127698666126084,1965.7881760253397,2,51773980.40057662,0.7905511856079102
9,1.0038653430327087,1848.4411947758192,2,61169746.77288168,1.7353298664093018
9,0.8438250923500675,1772.5915635468198,2,52006099.936686546,0.4671506881713867
9,1.0776958440869913,2286.054781619766,2,80803755.33946398,1.819129228591919
9,0.8307242130218387,1810.8016907980682,2,57454502.46754071,0.8168764114379883
9,0.8747706780093821,1805.7722499512608,2,55898879.99361375,1.19708251953125
9,0.9060118340519835,1974.1043377915005,2,43959018.17192449,1.5639371871948242
9,0.8790906367018243,2058.2280375245423,2,76302518.73049702,0.9692263603210449
9,0.9794443362841,2083.7452990556085,2,63579489.00221015,0.8816325664520264
9,1.1527460534765435,2221.2270768277313,2,65622699.80710787,0.6164193153381348
9,0.9624565586975058,2111.4515328904167,2,59835102.489455044,0.5974221229553223
9,0.8253727041108435,1887.997929757243,2,57939536.34112909,0.7931268215179443
9,0.8847561384571171,1871.0408947131177,2,46372258.5422706,0.9593749046325684
9,0.8835059627142436,1990.5749853850157,2,67302558.7475809,1.6918933391571045
9,1.0457654124968667,2337.2180882454263,2,68301358.93907112,1.4949629306793213
9,0.9752400488680981,2131.5986127280867,2,67167841.16232127,2.045860767364502
9,0.8980172760166307,1977.1752005529172,2,64336711.70991625,0.7217073440551758
9,0.8436549929736041,1665.7695715715392,2,46620933.89531285,0.6686806678771973
9,0.929041370565835,2046.0609227358598,2,59975293.539929934,0.6782693862915039
9,1.026697535394663,2251.0049430005047,2,70401807.66347967,1.5070877075195312
9,1.0191887798765495,2072.2432224175554,2,42582788.95678804,0.6801009178161621
9,0.9753999116179383,2001.667446535308,2,40180360.25654458,1.6817586421966553
10,0.8553252324067666,1913.7926122354083,2,74811173.195196,1.5752489566802979
10,0.9580910415476273,1977.7502351324952,2,55969553.10215095,0.657557487487793
10,0.9026161621467302,2152.4038244693547,2,75104051.85875104,0.8435142040252686
10,1.1038569854639708,2433.6310124777774,2,61549009.959343575,0.917935848236084
10,1.0002161193189139,2238.427953167456,2,72976767.9076009,0.805150032043457
10,1.043696823097142,2371.4828374167496,2,70126420.24381435,1.651580572128296
10,0.8799674340766448,1883.245374221502,2,52026524.9195673,1.4348318576812744
10,1.0941360668072677,2365.207237253475,2,52071504.858001746,2.284823417663574
10,1.0179575481923022,1988.813670051281,2,63171660.91142921,1.2398362159729004
10,0.8109360529232584,1700.9368995054185,2,54588161.02170558,1.340829610824585
10,1.0234519820736407,2253.9122245626513,2,56220803.741746366,0.9405560493469238
10,0.9552407767591907,2085.5388556625962,2,56988745.13016813,1.745215892791748
10,0.8796331226025141,1944.42030194453,2,55645384.75484159,1.4444761276245117
10,0.9012106091936455,1852.7602349727106,2,54916599.27860999,1.0301666259765625
10,0.9964400033503228,1629.2782007778985,1,46430265.86749572,1.1871159076690674
10,1.079495659525918,2474.5207791193616,2,70790658.2017716,1.1477341651916504
10,0.860681120080933,1928.0947385563775,2,62270287.71875689,1.1049392223358154
10,1.0436267611816792,2469.8213506284587,2,71812357.52693743,0.8879048824310303
10,1.0176570233643194,2437.769121714538,2,73007380.2573579,0.6801073551177979
10,0.9621386210055959,2042.318750937436,2,59274271.76698929,0.7269902229309082
10,1.0437184914243143,2506.5576356521046,2,63823166.816449046,3.540644645690918
10,0.9367343315590404,1983.8617792961425,2,54545257.80461015,0.9802675247192383
10,0.8662103763204398,1881.2710463639119,2,56900819.68133574,1.3835680484771729
10,1.0532037271530503,2257.6022259516553,2,71364883.66687037,1.5825893878936768
10,1.0331974750663209,2289.973993582869,2,66818892.7156974,0.7356405258178711
10,0.9246488891383999,2095.0893481535504,2,73895764.8077838,1.373173713684082
10,0.8733308627500777,1787.2159218927968,2,46699427.04001024,1.0410652160644531
10,0.965648515557552,2212.316073116103,2,62710858.31583127,1.9738132953643799
10,0.9627396492352799,1992.1088054786483,2,50284824.42134565,1.306520700454712
10,0.9267967099357606,1956.802191880272,2,65111614.57457304,1.68666410446167
11,0.9872424758040086,2030.35937528658,2,50163402.236498944,0.8332710266113281
11,1.1386204599749206,2382.1699356896397,2,66966732.66170459,2.2879037857055664
11,1.1605088843720723,2246.3841197177876,2,63655639.45682353,4.151411771774292
11,0.923866029147486,1921.5789515566976,2,54407922.1863901,1.7829978466033936
11,1.132685360036327,2423.4076341682244,2,61522459.159127735,0.9520542621612549
11,0.9945083667606948,2419.4157220473057,2,68706508.0992556,1.7080318927764893
11,1.1980913512218798,2749.7896078985036,2,75924525.11132127,5.459197282791138
11,1.0517894117505904,2176.4091606187267,2,48437027.07510532,0.8745861053466797
11,0.9894493206752156,2228.279129703439,2,76104257.87015782,3.521305561065674
11,0.9933413344104333,2191.431850639017,2,61026862.98602129,0.7577521800994873
11,0.7584410165621132,1602.7740841312266,2,45808215.89546588,0.7036149501800537
11,0.9138318076543572,2071.782299108928,2,67597568.06976093,0.82938551902771
11,0.9766798722903315,2114.652181909333,2,66897168.82063294,1.319761037826538
11,1.0466280821153664,2306.00648645179,2,70988245.81095436,3.0812695026397705
11,1.0915587704044871,2188.2986547326327,2,50688671.937107876,1.1801209449768066
11,1.1571042027379226,2527.158076942797,2,58581578.21047844,1.9012868404388428
11,0.9850383449282153,2132.0312292031817,2,63807361.84357079,1.5071377754211426
11,1.0175850880676185,2030.0061968722964,2,59700271.18500995,0.8772461414337158
11,1.092780763105587,2331.2479631192796,2,67326661.53015125,1.3373119831085205
11,1.2329547826912022,2636.5880622012523,2,70136632.6631713,2.517918109893799
11,0.910576314298302,1939.0278005368973,2,51869831.4456062,1.8844261169433594
11,1.0969230047788956,2280.5552315676887,2,52204514.55975893,2.912043809890747
11,0.955121731180896,2055.932307708803,2,59552009.89966226,2.0142199993133545
11,0.8398641997739894,1763.355613471821,2,49763879.54135965,2.5914292335510254
11,1.0662469961039933,2314.3315443270867,2,73517536.17970762,1.011247158050537
11,0.982699750526407,2000.1885461890179,2,44474450.54642522,1.4166076183319092
11,1.056826518663079,2284.864712438839,2,58604915.27459287,0.8149549961090088
11,1.1231986160810805,2529.737647644646,2,77781916.12250955,3.921643018722534
11,1.0817211764874726,2368.007185807854,2,72097527.5955261,4.009647369384766
11,0.9448932373685602,2376.5481753347144,2,73314332.24061282,5.355720281600952
12,1.0751695981472584,2399.143592115497,2,64673294.17815813,3.001213312149048
12,0.7963967431606053,1703.7387695077166,2,53776003.38405612,3.538071393966675
12,0.9910629668636481,2182.7203569706926,2,70838259.46488385,1.79982590675354
12,0.9622688492887036,2136.0323980412495,2,63555948.41466562,1.3492469787597656
12,1.1196258716057543,2440.690806633931,2,74159006.66770348,1.2474350929260254
12,1.0645339411407626,2325.3688739638956,2,65971798.5919922,1.6210670471191406
12,1.1322457965494281,2437.427599346039,2,61293994.522791445,2.8601279258728027
12,1.1073487623229972,2419.5371728362866,2,65433351.55020563,2.029041051864624
12,1.0556452370937646,2328.881691740113,2,68659012.0632407,4.465958118438721
12,0.9740905811750311,2185.924494302184,2,72170472.66833274,2.0742440223693848
12,0.9644317462665913,2018.9292769826452,2,56307585.5272869,2.7729201316833496
12,1.1065969330583714,2271.663803263637,2,53165108.40353153,1.3434233665466309
12,1.0766272562708565,2381.895314594282,2,78698488.60789113,2.4285871982574463
12,0.993163811084465,2009.4556233910594,2,60263330.92383349,2.0073909759521484
12,1.0150942016385776,2190.4999302422234,2,54065330.71101897,1.8125054836273193
12,1.2508103768654706,2761.6838693481795,2,58155679.70696285,2.03255558013916
12,1.2054191392347762,2534.1202615118423,2,60924403.749423064,3.004295825958252
12,1.1004677186817866,2333.8193712800385,2,64389630.20158305,1.6231112480163574
12,1.1803447704866532,2583.2791963134027,2,65666436.5730348,4.156125783920288
12,1.0328545563970157,2246.9612271728483,2,54697019.24279066,1.6565377712249756
12,1.0085809405744834,2253.184164301411,2,64869664.214692324,3.53853440284729
